,ip,app,device,os,channel,click_time,attributed_time,is_attributed
5660,90259,3,1,19,137,2017-11-06 16:00:07,,0
5661,132058,12,1,8,259,2017-11-06 16:00:07,,0
5662,183087,2,2,31,364,2017-11-06 16:00:07,,0
5663,95029,3,1,16,211,2017-11-06 16:00:07,,0
5664,92673,13,1,19,477,2017-11-06 16:00:07,,0
5665,76885,3,1,20,137,2017-11-06 16:00:07,,0
5666,122412,3,1,22,402,2017-11-06 16:00:07,,0
5667,69569,8,1,18,145,2017-11-06 16:00:07,,0
5668,10410,3,1,13,205,2017-11-06 16:00:07,,0
5669,21069,9,1,32,442,2017-11-06 16:00:08,,0
5670,120419,12,1,35,124,2017-11-06 16:00:08,,0
5671,8318,2,1,19,477,2017-11-06 16:00:08,,0
5672,37948,21,1,6,128,2017-11-06 16:00:08,,0
5673,75602,14,1,25,480,2017-11-06 16:00:08,,0
5674,110009,13,1,19,400,2017-11-06 16:00:08,,0
5675,87073,14,1,6,439,2017-11-06 16:00:08,,0
5676,129446,3,1,3,379,2017-11-06 16:00:08,,0
5677,109734,27,1,19,122,2017-11-06 16:00:08,,0
5678,8505,21,2,73,128,2017-11-06 16:00:08,,0
5679,142698,12,1,13,265,2017-11-06 16:00:08,,0
5680,73487,3,1,13,280,2017-11-06 16:00:08,,0
5681,77825,64,1,17,459,2017-11-06 16:00:08,,0
5682,64430,12,1,19,178,2017-11-06 16:00:08,,0
5683,58254,15,1,13,140,2017-11-06 16:00:08,,0
5684,192694,12,1,12,245,2017-11-06 16:00:08,,0
5685,1890,9,1,28,215,2017-11-06 16:00:08,,0
5686,148515,18,1,19,121,2017-11-06 16:00:08,,0
5687,41450,12,1,19,140,2017-11-06 16:00:08,,0
5688,142698,64,1,13,459,2017-11-06 16:00:08,,0
5689,42369,12,1,13,265,2017-11-06 16:00:08,,0
5690,25679,2,1,19,205,2017-11-06 16:00:08,,0
5691,24506,27,1,16,153,2017-11-06 16:00:08,,0
5692,39756,2,1,22,205,2017-11-06 16:00:08,,0
5693,192533,22,1,22,116,2017-11-06 16:00:08,,0
5694,73487,18,1,19,107,2017-11-06 16:00:08,,0
5695,172465,15,1,13,3,2017-11-06 16:00:08,,0
5696,24199,27,1,19,153,2017-11-06 16:00:08,,0
5697,79205,9,1,3,442,2017-11-06 16:00:08,,0
5698,25818,3,1,18,130,2017-11-06 16:00:08,,0
5699,103208,18,1,16,107,2017-11-06 16:00:08,,0
5700,90855,12,1,13,259,2017-11-06 16:00:08,,0
5701,55929,18,1,13,107,2017-11-06 16:00:08,,0
5702,79808,12,1,6,265,2017-11-06 16:00:08,,0
5703,7598,21,2,42,128,2017-11-06 16:00:08,,0
5704,37703,15,1,6,245,2017-11-06 16:00:08,,0
5705,95962,12,1,17,259,2017-11-06 16:00:08,,0
5706,25818,15,1,18,245,2017-11-06 16:00:08,,0
5707,133386,18,1,11,121,2017-11-06 16:00:08,,0
5708,43113,18,1,18,121,2017-11-06 16:00:08,,0
5709,151055,12,1,13,245,2017-11-06 16:00:08,,0
5710,24197,6,1,13,459,2017-11-06 16:00:08,,0
5711,90855,9,1,13,234,2017-11-06 16:00:08,,0
5712,37703,12,1,6,245,2017-11-06 16:00:08,,0
5713,28411,2,1,20,477,2017-11-06 16:00:08,,0
5714,81876,13,1,17,477,2017-11-06 16:00:08,,0
5715,12560,9,1,8,258,2017-11-06 16:00:08,,0
5716,27481,23,1,13,153,2017-11-06 16:00:08,,0
5717,101919,17,1,13,280,2017-11-06 16:00:08,,0
5718,53454,14,1,19,442,2017-11-06 16:00:08,,0
5719,17149,9,1,19,232,2017-11-06 16:00:08,,0
5720,77840,3,1,18,137,2017-11-06 16:00:08,,0
5721,105323,12,1,13,242,2017-11-06 16:00:08,,0
5722,208448,24,1,18,105,2017-11-06 16:00:08,,0
5723,123675,18,1,41,107,2017-11-06 16:00:08,,0
5724,73201,12,1,10,140,2017-11-06 16:00:08,,0
5725,69449,15,1,13,315,2017-11-06 16:00:08,,0
5726,13212,18,1,25,134,2017-11-06 16:00:08,,0
5727,43793,3,1,13,280,2017-11-06 16:00:08,,0
5728,151507,6,1,30,459,2017-11-06 16:00:08,,0
5729,107968,2,1,19,477,2017-11-06 16:00:08,,0
5730,8297,2,1,13,205,2017-11-06 16:00:08,,0
5731,122495,3,1,10,280,2017-11-06 16:00:08,,0
5732,130255,8,1,26,145,2017-11-06 16:00:08,,0
5733,17149,12,1,19,245,2017-11-06 16:00:08,,0
5734,122357,15,1,13,245,2017-11-06 16:00:08,,0
5735,17149,15,1,19,245,2017-11-06 16:00:08,,0
5736,105569,3,2,49,402,2017-11-06 16:00:08,,0
5737,124219,12,1,19,424,2017-11-06 16:00:08,,0
5738,79686,8,1,17,145,2017-11-06 16:00:08,,0
5739,2095,14,1,10,379,2017-11-06 16:00:08,,0
5740,142698,9,1,13,134,2017-11-06 16:00:08,,0
5741,1583,6,1,6,125,2017-11-06 16:00:08,,0
5742,124446,12,1,19,481,2017-11-06 16:00:08,,0
5743,73333,11,1,17,481,2017-11-06 16:00:08,,0
5744,86466,2,1,19,435,2017-11-06 16:00:08,,0
5745,100393,2,1,13,205,2017-11-06 16:00:08,,0
5746,193546,18,1,53,121,2017-11-06 16:00:08,,0
5747,58254,8,1,13,145,2017-11-06 16:00:08,,0
5748,82797,64,1,13,459,2017-11-06 16:00:08,,0
5749,208448,20,1,18,259,2017-11-06 16:00:08,,0
5750,110257,9,1,10,215,2017-11-06 16:00:08,,0
5751,94003,9,1,19,134,2017-11-06 16:00:08,,0
5752,51020,26,1,14,121,2017-11-06 16:00:08,,0
5753,21354,18,1,17,121,2017-11-06 16:00:08,,0
5754,115841,15,1,15,245,2017-11-06 16:00:08,,0
5755,142698,12,1,13,178,2017-11-06 16:00:08,,0
5756,117152,18,1,19,134,2017-11-06 16:00:08,,0
5757,95962,64,1,17,459,2017-11-06 16:00:08,,0
5758,32619,23,1,13,153,2017-11-06 16:00:08,,0
5759,115841,12,1,15,245,2017-11-06 16:00:08,,0
5760,86077,8,1,13,145,2017-11-06 16:00:08,,0
5761,66210,64,1,13,459,2017-11-06 16:00:08,,0
5762,77314,19,0,21,213,2017-11-06 16:00:08,,0
5763,123908,6,1,10,459,2017-11-06 16:00:08,,0
5764,12491,3,1,19,137,2017-11-06 16:00:08,,0
5765,155213,14,1,19,349,2017-11-06 16:00:08,,0
5766,37168,3,1,19,424,2017-11-06 16:00:08,,0
5767,30192,8,1,19,145,2017-11-06 16:00:08,,0
5768,32976,12,1,19,245,2017-11-06 16:00:08,,0
5769,50397,3,1,6,137,2017-11-06 16:00:08,,0
5770,175608,3,1,25,19,2017-11-06 16:00:08,,0
5771,203944,12,1,13,140,2017-11-06 16:00:08,,0
5772,162475,11,1,13,122,2017-11-06 16:00:08,,0
5773,81662,12,1,30,245,2017-11-06 16:00:08,,0
5774,14170,13,1,18,400,2017-11-06 16:00:08,,0
5775,17292,14,1,6,123,2017-11-06 16:00:08,,0
5776,14269,14,1,19,134,2017-11-06 16:00:08,,0
5777,37167,12,1,13,245,2017-11-06 16:00:08,,0
5778,105475,6,1,13,125,2017-11-06 16:00:08,,0
5779,119377,2,1,10,477,2017-11-06 16:00:08,,0
5780,83488,28,1,19,135,2017-11-06 16:00:08,,0
5781,23316,18,1,13,107,2017-11-06 16:00:08,,0
5782,11827,12,1,19,245,2017-11-06 16:00:08,,0
5783,32976,15,1,19,245,2017-11-06 16:00:08,,0
5784,211106,18,1,13,107,2017-11-06 16:00:08,,0
5785,105475,1,1,10,134,2017-11-06 16:00:08,,0
5786,99164,12,1,13,265,2017-11-06 16:00:08,,0
5787,84501,14,1,13,123,2017-11-06 16:00:08,,0
5788,45588,15,1,13,111,2017-11-06 16:00:08,,0
5789,152545,24,1,19,105,2017-11-06 16:00:08,,0
5790,1337,3,1,22,280,2017-11-06 16:00:08,,0
5791,22256,9,1,13,134,2017-11-06 16:00:08,,0
5792,131763,18,1,13,121,2017-11-06 16:00:08,,0
5793,158437,12,1,13,265,2017-11-06 16:00:08,,0
5794,62094,9,2,18,234,2017-11-06 16:00:08,,0
5795,141893,2,1,13,219,2017-11-06 16:00:08,,0
5796,137052,9,2,19,134,2017-11-06 16:00:08,,0
5797,118440,12,1,13,265,2017-11-06 16:00:08,,0
5798,169679,18,1,13,439,2017-11-06 16:00:08,,0
5799,86280,12,1,6,259,2017-11-06 16:00:08,,0
5800,53454,3,1,41,280,2017-11-06 16:00:08,,0
5801,119526,6,1,13,125,2017-11-06 16:00:08,,0
5802,179941,18,3032,607,107,2017-11-06 16:00:08,,0
5803,190738,9,1,8,215,2017-11-06 16:00:08,,0
5804,4324,9,1,6,134,2017-11-06 16:00:08,,0
5805,2564,8,1,19,145,2017-11-06 16:00:08,,0
5806,184771,3,1,10,489,2017-11-06 16:00:08,,0
5807,111025,9,1,47,442,2017-11-06 16:00:08,,0
5808,81662,15,1,30,245,2017-11-06 16:00:08,,0
5809,147153,18,1,15,107,2017-11-06 16:00:08,,0
5810,37167,15,1,13,245,2017-11-06 16:00:08,,0
5811,70563,8,1,9,145,2017-11-06 16:00:08,,0
5812,146017,2,1,19,364,2017-11-06 16:00:08,,0
5813,17459,6,1,13,125,2017-11-06 16:00:08,,0
5814,8430,15,1,19,412,2017-11-06 16:00:08,,0
5815,198340,64,1,13,459,2017-11-06 16:00:08,,0
5816,103783,15,1,13,245,2017-11-06 16:00:08,,0
5817,8975,18,1,19,121,2017-11-06 16:00:08,,0
5818,201182,3,1,27,137,2017-11-06 16:00:08,,0
5819,92769,26,1,41,266,2017-11-06 16:00:08,,0
5820,22256,8,1,13,145,2017-11-06 16:00:08,,0
5821,192694,15,1,12,245,2017-11-06 16:00:08,,0
5822,43793,12,1,19,140,2017-11-06 16:00:08,,0
5823,11827,15,1,19,245,2017-11-06 16:00:08,,0
5824,160092,18,1,19,107,2017-11-06 16:00:08,,0
5825,39728,2,1,22,477,2017-11-06 16:00:08,,0
5826,25588,2,2,9,205,2017-11-06 16:00:08,,0
5827,115841,18,1,15,121,2017-11-06 16:00:08,,0
5828,196454,21,1,19,128,2017-11-06 16:00:08,,0
5829,5333,18,1,70,107,2017-11-06 16:00:08,,0
5830,166403,9,1,19,215,2017-11-06 16:00:08,,0
5831,110009,9,1,19,442,2017-11-06 16:00:08,,0
5832,111324,25,1,19,259,2017-11-06 16:00:08,,0
5833,79205,12,1,3,140,2017-11-06 16:00:08,,0
5834,41399,12,1,18,259,2017-11-06 16:00:08,,0
5835,191188,12,1,25,265,2017-11-06 16:00:08,,0
5836,51859,9,2,17,215,2017-11-06 16:00:08,,0
5837,2805,11,1,17,122,2017-11-06 16:00:08,,0
5838,54972,12,1,22,259,2017-11-06 16:00:08,,0
5839,11938,9,1,41,134,2017-11-06 16:00:08,,0
5840,73487,12,1,13,259,2017-11-06 16:00:08,,0
5841,42799,14,1,13,123,2017-11-06 16:00:08,,0
5842,64354,12,1,20,265,2017-11-06 16:00:08,,0
5843,189271,11,1,19,173,2017-11-06 16:00:08,,0
5844,161341,15,1,4,140,2017-11-06 16:00:08,,0
5845,41399,15,1,18,391,2017-11-06 16:00:08,,0
5846,41450,9,1,19,442,2017-11-06 16:00:08,,0
5847,100393,2,1,13,237,2017-11-06 16:00:08,,0
5848,123904,18,1,26,107,2017-11-06 16:00:08,,0
5849,43793,3,1,13,280,2017-11-06 16:00:08,,0
5850,85577,6,1,15,125,2017-11-06 16:00:08,,0
5851,136681,9,1,17,234,2017-11-06 16:00:08,,0
5852,49694,13,1,41,477,2017-11-06 16:00:08,,0
5853,152545,20,1,19,259,2017-11-06 16:00:08,,0
5854,198588,3,1,13,480,2017-11-06 16:00:08,,0
5855,162012,6,1,13,125,2017-11-06 16:00:08,,0
5856,12506,8,1,19,145,2017-11-06 16:00:08,,0
5857,50300,2,1,9,477,2017-11-06 16:00:08,,0
5858,76167,18,1,17,439,2017-11-06 16:00:08,,0
5859,33267,15,1,22,153,2017-11-06 16:00:08,,0
5860,192712,21,2,9,128,2017-11-06 16:00:08,,0
5861,146097,12,1,13,265,2017-11-06 16:00:08,,0
5862,88856,15,1,13,140,2017-11-06 16:00:08,,0
5863,25761,2,2,17,205,2017-11-06 16:00:08,,0
5864,196002,9,1,30,442,2017-11-06 16:00:08,,0
5865,43809,11,1,19,469,2017-11-06 16:00:08,,0
5866,27884,3,1,19,280,2017-11-06 16:00:08,,0
5867,91536,8,1,26,145,2017-11-06 16:00:08,,0
5868,88856,1,1,13,134,2017-11-06 16:00:08,,0
5869,134560,3,1,19,19,2017-11-06 16:00:08,,0
5870,112061,2,1,8,205,2017-11-06 16:00:08,,0
5871,153931,3,1,13,442,2017-11-06 16:00:08,,0
5872,94209,18,1,9,121,2017-11-06 16:00:08,,0
5873,121176,2,1,13,212,2017-11-06 16:00:08,,0
5874,48451,18,1,16,134,2017-11-06 16:00:08,,0
5875,202993,3,1,8,173,2017-11-06 16:00:08,,0
5876,172450,3,1,20,280,2017-11-06 16:00:08,,0
5877,76932,9,1,13,134,2017-11-06 16:00:08,,0
5878,79909,3,1,19,489,2017-11-06 16:00:08,,0
5879,100275,9,1,17,134,2017-11-06 16:00:08,,0
5880,58827,15,1,25,245,2017-11-06 16:00:08,,0
5881,64430,9,1,19,134,2017-11-06 16:00:08,,0
5882,100929,13,1,28,477,2017-11-06 16:00:08,,0
5883,100275,15,1,17,140,2017-11-06 16:00:08,,0
5884,100275,8,1,17,145,2017-11-06 16:00:08,,0
5885,146211,12,1,22,245,2017-11-06 16:00:08,,0
5886,172209,2,1,14,477,2017-11-06 16:00:08,,0
5887,146211,15,1,22,245,2017-11-06 16:00:08,,0
5888,25679,18,1,19,107,2017-11-06 16:00:08,,0
5889,103079,9,1,13,215,2017-11-06 16:00:08,,0
5890,4019,18,1,25,121,2017-11-06 16:00:08,,0
5891,62170,3,1,13,379,2017-11-06 16:00:08,,0
5892,184702,18,1,13,121,2017-11-06 16:00:08,,0
5893,47708,18,1,18,107,2017-11-06 16:00:08,,0
5894,67952,12,1,25,265,2017-11-06 16:00:08,,0
5895,33838,6,1,19,125,2017-11-06 16:00:08,,0
5896,2127,6,1,18,459,2017-11-06 16:00:08,,0
5897,144603,9,1,19,442,2017-11-06 16:00:08,,0
5898,97514,11,1,13,469,2017-11-06 16:00:08,,0
5899,35826,14,1,13,478,2017-11-06 16:00:08,,0
5900,52961,9,1,13,215,2017-11-06 16:00:08,,0
5901,114816,15,1,17,3,2017-11-06 16:00:08,,0
5902,8975,12,1,19,245,2017-11-06 16:00:08,,0
5903,83524,12,1,6,245,2017-11-06 16:00:08,,0
5904,147957,15,1,13,140,2017-11-06 16:00:08,,0
5905,5299,15,1,13,265,2017-11-06 16:00:08,,0
5906,151977,3,1,19,19,2017-11-06 16:00:08,,0
5907,80437,9,1,19,134,2017-11-06 16:00:08,,0
5908,105475,9,1,10,134,2017-11-06 16:00:08,,0
5909,106458,1,1,18,134,2017-11-06 16:00:08,,0
5910,1583,3,1,6,135,2017-11-06 16:00:08,,0
5911,116480,1,1,13,377,2017-11-06 16:00:08,,0
5912,25792,2,1,18,205,2017-11-06 16:00:08,,0
5913,26177,9,1,17,134,2017-11-06 16:00:08,,0
5914,36129,27,1,10,122,2017-11-06 16:00:08,,0
5915,191053,18,1,22,107,2017-11-06 16:00:08,,0
5916,48703,2,1,26,477,2017-11-06 16:00:08,,0
5917,104744,15,1,13,245,2017-11-06 16:00:08,,0
5918,184702,12,1,13,245,2017-11-06 16:00:08,,0
5919,94490,18,1,8,107,2017-11-06 16:00:08,,0
5920,30404,8,1,19,145,2017-11-06 16:00:08,,0
5921,31278,2,1,13,477,2017-11-06 16:00:08,,0
5922,80437,12,1,19,178,2017-11-06 16:00:08,,0
5923,99755,2,1,18,258,2017-11-06 16:00:08,,0
5924,73362,26,1,19,121,2017-11-06 16:00:08,,0
5925,80437,3,1,19,280,2017-11-06 16:00:08,,0
5926,147153,3,1,13,409,2017-11-06 16:00:08,,0
5927,90818,2,1,13,469,2017-11-06 16:00:08,,0
5928,106972,15,1,19,245,2017-11-06 16:00:08,,0
5929,137052,15,2,19,140,2017-11-06 16:00:08,,0
5930,106972,12,1,19,245,2017-11-06 16:00:08,,0
5931,208906,18,1,13,107,2017-11-06 16:00:08,,0
5932,99897,12,2,13,259,2017-11-06 16:00:08,,0
5933,73750,1,1,19,349,2017-11-06 16:00:08,,0
5934,83244,2,1,19,435,2017-11-06 16:00:08,,0
5935,144603,13,1,19,400,2017-11-06 16:00:08,,0
5936,185436,15,1,6,430,2017-11-06 16:00:08,,0
5937,93054,215,3032,607,347,2017-11-06 16:00:08,,0
5938,83524,15,1,6,245,2017-11-06 16:00:08,,0
5939,79023,1,1,17,134,2017-11-06 16:00:08,,0
5940,204104,12,1,19,178,2017-11-06 16:00:08,,0
5941,43492,26,1,10,121,2017-11-06 16:00:08,,0
5942,19795,2,1,22,219,2017-11-06 16:00:08,,0
5943,79909,2,1,14,477,2017-11-06 16:00:08,,0
5944,93054,3,1,26,153,2017-11-06 16:00:08,,0
5945,49025,12,1,13,178,2017-11-06 16:00:08,,0
5946,59226,14,1,58,439,2017-11-06 16:00:08,,0
5947,161341,1,1,4,134,2017-11-06 16:00:08,,0
5948,187909,6,1,12,459,2017-11-06 16:00:08,,0
5949,121813,3,1,3,173,2017-11-06 16:00:08,,0
5950,172522,9,1,19,134,2017-11-06 16:00:08,,0
5951,23012,9,1,3,215,2017-11-06 16:00:08,,0
5952,184702,15,1,13,245,2017-11-06 16:00:08,,0
5953,48383,3,1,19,19,2017-11-06 16:00:08,,0
5954,128782,18,1,17,107,2017-11-06 16:00:08,,0
5955,187909,64,1,12,459,2017-11-06 16:00:08,,0
5956,166358,2,1,12,452,2017-11-06 16:00:08,,0
5957,111186,12,1,32,328,2017-11-06 16:00:08,,0
5958,106458,8,1,18,145,2017-11-06 16:00:08,,0
5959,82502,2,1,19,477,2017-11-06 16:00:08,,0
5960,65579,27,1,17,153,2017-11-06 16:00:08,,0
5961,111186,2,1,32,212,2017-11-06 16:00:08,,0
5962,8210,15,1,27,153,2017-11-06 16:00:08,,0
5963,19779,8,1,13,145,2017-11-06 16:00:08,,0
5964,1583,3,1,6,115,2017-11-06 16:00:08,,0
5965,106972,18,1,19,121,2017-11-06 16:00:08,,0
5966,96752,15,1,18,245,2017-11-06 16:00:08,,0
5967,99960,18,1,19,107,2017-11-06 16:00:08,,0
5968,173704,14,1,19,463,2017-11-06 16:00:08,,0
5969,11938,15,1,41,140,2017-11-06 16:00:08,,0
5970,71687,2,1,13,477,2017-11-06 16:00:08,,0
5971,171503,15,1,13,245,2017-11-06 16:00:08,,0
5972,91712,2,1,20,205,2017-11-06 16:00:08,,0
5973,50374,64,1,19,459,2017-11-06 16:00:08,,0
5974,43113,15,1,18,245,2017-11-06 16:00:08,,0
5975,63425,3,1,27,280,2017-11-06 16:00:08,,0
5976,93080,8,1,6,145,2017-11-06 16:00:08,,0
5977,62129,9,2,17,215,2017-11-06 16:00:08,,0
5978,95929,3,1,20,280,2017-11-06 16:00:08,,0
5979,119460,12,1,19,259,2017-11-06 16:00:08,,0
5980,43113,12,1,18,245,2017-11-06 16:00:08,,0
5981,8975,15,1,19,245,2017-11-06 16:00:08,,0
5982,91536,9,1,26,134,2017-11-06 16:00:08,,0
5983,121176,12,1,13,328,2017-11-06 16:00:08,,0
5984,38773,3,1,16,137,2017-11-06 16:00:08,,0
5985,147957,8,1,13,145,2017-11-06 16:00:08,,0
5986,114461,2,2,16,205,2017-11-06 16:00:08,,0
5987,179907,6,1,13,459,2017-11-06 16:00:08,,0
5988,100275,8,1,17,145,2017-11-06 16:00:08,,0
5989,96752,3,1,18,211,2017-11-06 16:00:08,,0
5990,83524,18,1,6,121,2017-11-06 16:00:08,,0
5991,99856,8,1,19,145,2017-11-06 16:00:08,,0
5992,68516,1,1,19,439,2017-11-06 16:00:08,,0
5993,19034,12,1,8,265,2017-11-06 16:00:08,,0
5994,104744,18,1,13,121,2017-11-06 16:00:08,,0
5995,80428,18,1,27,121,2017-11-06 16:00:08,,0
5996,26814,6,1,13,125,2017-11-06 16:00:08,,0
5997,11938,8,1,41,145,2017-11-06 16:00:08,,0
5998,88688,64,1,16,459,2017-11-06 16:00:08,,0
5999,5314,18,1,18,121,2017-11-06 16:00:08,,0
6000,24197,64,1,13,459,2017-11-06 16:00:08,,0
6001,22256,15,1,13,140,2017-11-06 16:00:08,,0
6002,200364,2,1,8,219,2017-11-06 16:00:08,,0
6003,175556,15,1,6,480,2017-11-06 16:00:08,,0
6004,71643,3,1,52,280,2017-11-06 16:00:08,,0
6005,109723,3,1,20,280,2017-11-06 16:00:08,,0
6006,53969,9,1,27,442,2017-11-06 16:00:08,,0
6007,38659,15,1,30,245,2017-11-06 16:00:08,,0
6008,63942,15,1,13,245,2017-11-06 16:00:08,,0
6009,204104,64,1,19,459,2017-11-06 16:00:08,,0
6010,189894,12,1,11,265,2017-11-06 16:00:08,,0
6011,98875,3,1,3,409,2017-11-06 16:00:08,,0
6012,172522,12,1,19,178,2017-11-06 16:00:08,,0
6013,189687,28,1,18,135,2017-11-06 16:00:08,,0
6014,80233,15,1,49,315,2017-11-06 16:00:08,,0
6015,108858,6,1,12,125,2017-11-06 16:00:08,,0
6016,81300,3,1,13,452,2017-11-06 16:00:08,,0
6017,1583,3,1,6,417,2017-11-06 16:00:08,,0
6018,21354,15,1,17,245,2017-11-06 16:00:08,,0
6019,202880,12,1,19,328,2017-11-06 16:00:08,,0
6020,21354,12,1,17,245,2017-11-06 16:00:08,,0
6021,100959,13,1,28,477,2017-11-06 16:00:08,,0
6022,142698,6,1,13,459,2017-11-06 16:00:08,,0
6023,90004,14,1,27,463,2017-11-06 16:00:08,,0
6024,131763,12,1,13,245,2017-11-06 16:00:08,,0
6025,75300,12,1,13,140,2017-11-06 16:00:08,,0
6026,43793,6,1,13,125,2017-11-06 16:00:08,,0
6027,196002,25,1,30,259,2017-11-06 16:00:08,,0
6028,65878,18,3032,607,107,2017-11-06 16:00:08,,0
6029,76211,9,1,13,134,2017-11-06 16:00:08,,0
6030,96335,21,1,19,128,2017-11-06 16:00:08,,0
6031,5314,3,2,22,280,2017-11-06 16:00:08,,0
6032,105475,8,1,10,145,2017-11-06 16:00:08,,0
6033,116261,15,1,17,138,2017-11-06 16:00:08,,0
6034,122346,15,1,13,245,2017-11-06 16:00:08,,0
6035,5275,18,1,19,439,2017-11-06 16:00:08,,0
6036,109213,15,1,19,111,2017-11-06 16:00:08,,0
6037,202880,2,1,19,212,2017-11-06 16:00:08,,0
6038,81300,15,1,13,245,2017-11-06 16:00:08,,0
6039,93082,1,1,19,115,2017-11-06 16:00:08,,0
6040,1634,3,1,17,137,2017-11-06 16:00:08,,0
6041,146211,18,1,22,121,2017-11-06 16:00:08,,0
6042,25679,2,1,19,205,2017-11-06 16:00:08,,0
6043,180041,18,1,15,134,2017-11-06 16:00:08,,0
6044,44744,18,1,32,107,2017-11-06 16:00:08,,0
6045,130657,8,1,13,145,2017-11-06 16:00:08,,0
6046,102203,18,1,6,107,2017-11-06 16:00:08,,0
6047,148515,12,1,19,245,2017-11-06 16:00:08,,0
6048,114276,150,1,19,110,2017-11-06 16:00:08,,0
6049,81514,64,1,13,459,2017-11-06 16:00:08,,0
6050,203983,15,1,13,265,2017-11-06 16:00:08,,0
6051,41308,14,1,18,463,2017-11-06 16:00:08,,0
6052,53969,1,1,27,153,2017-11-06 16:00:08,,0
6053,100997,14,1,13,134,2017-11-06 16:00:08,,0
6054,148515,15,1,19,245,2017-11-06 16:00:08,,0
6055,1890,12,1,28,178,2017-11-06 16:00:08,,0
6056,124647,12,1,19,409,2017-11-06 16:00:08,,0
6057,53969,12,1,27,140,2017-11-06 16:00:08,,0
6058,193546,12,1,53,245,2017-11-06 16:00:08,,0
6059,119460,9,1,19,234,2017-11-06 16:00:08,,0
6060,193546,15,1,53,245,2017-11-06 16:00:08,,0
6061,18942,22,1,8,116,2017-11-06 16:00:08,,0
6062,52024,3,1,19,280,2017-11-06 16:00:08,,0
6063,204104,12,1,19,178,2017-11-06 16:00:08,,0
6064,123908,64,1,10,459,2017-11-06 16:00:08,,0
6065,44555,18,1,3,107,2017-11-06 16:00:08,,0
6066,62109,18,1,18,439,2017-11-06 16:00:08,,0
6067,208448,14,1,18,449,2017-11-06 16:00:08,,0
6068,8742,29,1,155,343,2017-11-06 16:00:08,,0
6069,2938,3,1,35,280,2017-11-06 16:00:08,,0
6070,23641,9,1,19,134,2017-11-06 16:00:08,,0
6071,106434,18,1,18,134,2017-11-06 16:00:08,,0
6072,71667,18,1,13,107,2017-11-06 16:00:08,,0
6073,53915,9,2,79,234,2017-11-06 16:00:08,,0
6074,155525,25,1,32,259,2017-11-06 16:00:08,,0
6075,155512,21,2,9,128,2017-11-06 16:00:08,,0
6076,84896,2,2,19,122,2017-11-06 16:00:08,,0
6077,62109,8,1,32,145,2017-11-06 16:00:08,,0
6078,53454,3,1,19,442,2017-11-06 16:00:08,,0
6079,130255,1,1,26,134,2017-11-06 16:00:08,,0
6080,196252,18,3032,607,107,2017-11-06 16:00:08,,0
6081,81514,12,1,13,259,2017-11-06 16:00:08,,0
6082,111120,3,1,17,137,2017-11-06 16:00:08,,0
6083,124384,9,1,8,134,2017-11-06 16:00:08,,0
6084,107775,3,1,19,424,2017-11-06 16:00:08,,0
6085,97983,15,1,13,245,2017-11-06 16:00:08,,0
6086,112806,18,1,13,107,2017-11-06 16:00:08,,0
6087,74687,8,1,3,145,2017-11-06 16:00:08,,0
6088,137052,14,1,18,401,2017-11-06 16:00:08,,0
6089,148292,9,1,19,134,2017-11-06 16:00:08,,0
6090,163523,3,1,19,153,2017-11-06 16:00:08,,0
6091,156577,1,1,13,439,2017-11-06 16:00:08,,0
6092,75602,15,1,25,386,2017-11-06 16:00:08,,0
6093,53454,3,1,13,115,2017-11-06 16:00:08,,0
6094,144166,12,1,13,259,2017-11-06 16:00:08,,0
6095,151055,18,1,13,121,2017-11-06 16:00:08,,0
6096,105569,2,1,26,205,2017-11-06 16:00:08,,0
6097,19171,28,1,13,135,2017-11-06 16:00:08,,0
6098,98412,1,1,16,134,2017-11-06 16:00:08,,0
6099,114083,2,1,13,477,2017-11-06 16:00:08,,0
6100,59830,18,1,10,121,2017-11-06 16:00:08,,0
6101,1439,15,1,19,259,2017-11-06 16:00:08,,0
6102,188387,12,1,22,178,2017-11-06 16:00:08,,0
6103,59447,9,1,16,442,2017-11-06 16:00:08,,0
6104,19795,15,1,22,315,2017-11-06 16:00:08,,0
6105,191381,2,1,13,477,2017-11-06 16:00:08,,0
6106,29356,13,1,20,477,2017-11-06 16:00:08,,0
6107,175556,3,1,6,480,2017-11-06 16:00:08,,0
6108,10889,22,1,13,116,2017-11-06 16:00:08,,0
6109,1439,1,1,19,153,2017-11-06 16:00:08,,0
6110,30840,3,1,13,280,2017-11-06 16:00:08,,0
6111,94003,12,1,19,178,2017-11-06 16:00:08,,0
6112,202785,3,1,19,280,2017-11-06 16:00:08,,0
6113,86466,14,1,19,480,2017-11-06 16:00:08,,0
6114,97971,15,1,10,268,2017-11-06 16:00:08,,0
6115,43411,1,1,17,452,2017-11-06 16:00:08,,0
6116,86076,2,1,13,477,2017-11-06 16:00:08,,0
6117,82754,18,1,9,121,2017-11-06 16:00:08,,0
6118,50215,64,1,19,459,2017-11-06 16:00:08,,0
6119,69935,12,1,19,245,2017-11-06 16:00:08,,0
6120,12893,1,1,13,137,2017-11-06 16:00:08,,0
6121,18332,2,1,19,237,2017-11-06 16:00:08,,0
6122,16363,6,1,17,459,2017-11-06 16:00:08,,0
6123,48004,9,1,19,232,2017-11-06 16:00:08,,0
6124,48201,150,1,6,110,2017-11-06 16:00:08,,0
