,click_id,ip,app,device,os,channel,click_time
4069,4069,10314,3,1,20,466,2017-11-10 04:00:05
4070,4070,78876,9,1,28,232,2017-11-10 04:00:05
4071,4071,104008,14,1,19,401,2017-11-10 04:00:05
4072,4072,109213,6,1,13,459,2017-11-10 04:00:05
4073,4073,84974,6,1,13,125,2017-11-10 04:00:05
4074,4074,3334,18,1,13,134,2017-11-10 04:00:05
4075,4075,12076,14,1,20,489,2017-11-10 04:00:05
4076,4076,79828,12,1,49,124,2017-11-10 04:00:05
4077,4077,76563,9,1,13,334,2017-11-10 04:00:05
4078,4078,30492,3,1,18,115,2017-11-10 04:00:05
4079,4079,100182,2,1,19,237,2017-11-10 04:00:05
4080,4080,55876,2,1,19,364,2017-11-10 04:00:05
4081,4081,87324,18,1,2,121,2017-11-10 04:00:05
4082,4082,109480,32,1,23,376,2017-11-10 04:00:05
4083,4083,121472,29,1,18,343,2017-11-10 04:00:05
4084,4084,118320,14,1,19,401,2017-11-10 04:00:05
4085,4085,16495,9,1,18,107,2017-11-10 04:00:05
4086,4086,103263,12,1,22,265,2017-11-10 04:00:05
4087,4087,89402,15,1,20,379,2017-11-10 04:00:05
4088,4088,80243,3,1,13,211,2017-11-10 04:00:05
4089,4089,44005,18,1,19,107,2017-11-10 04:00:05
4090,4090,30492,9,1,18,442,2017-11-10 04:00:05
4091,4091,111468,9,1,17,334,2017-11-10 04:00:05
4092,4092,121783,14,1,19,349,2017-11-10 04:00:05
4093,4093,37388,3,1,16,137,2017-11-10 04:00:05
4094,4094,111227,15,1,19,265,2017-11-10 04:00:05
4095,4095,25145,9,1,23,442,2017-11-10 04:00:05
4096,4096,1357,9,1,22,445,2017-11-10 04:00:05
4097,4097,59997,2,1,6,122,2017-11-10 04:00:05
4098,4098,86865,23,1,1,153,2017-11-10 04:00:05
4099,4099,106223,9,1,3,127,2017-11-10 04:00:05
4100,4100,27132,17,1,20,128,2017-11-10 04:00:05
4101,4102,4019,13,1,20,400,2017-11-10 04:00:05
4102,4101,56803,9,1,23,449,2017-11-10 04:00:05
4103,4103,5147,8,1,6,145,2017-11-10 04:00:05
4104,4104,59997,14,1,6,379,2017-11-10 04:00:05
4105,4105,103311,18,1,19,439,2017-11-10 04:00:05
4106,4106,37558,25,1,19,259,2017-11-10 04:00:05
4107,4107,114761,18,1,13,107,2017-11-10 04:00:05
4108,4108,59997,15,1,6,130,2017-11-10 04:00:05
4109,4109,5147,15,1,6,140,2017-11-10 04:00:05
4110,4110,8645,6,1,13,459,2017-11-10 04:00:05
4111,4111,95955,12,1,37,265,2017-11-10 04:00:05
4112,4112,43210,3,1,13,379,2017-11-10 04:00:05
4113,4113,91166,26,1,15,121,2017-11-10 04:00:05
4114,4114,102476,18,1,22,107,2017-11-10 04:00:05
4115,4115,65837,14,1,13,134,2017-11-10 04:00:05
4116,4116,102053,10,1,18,377,2017-11-10 04:00:05
4117,4122,121343,9,1,18,466,2017-11-10 04:00:05
4118,4123,69920,13,1,18,477,2017-11-10 04:00:05
4119,4121,27936,15,1,19,153,2017-11-10 04:00:05
4120,4119,104950,9,1,19,489,2017-11-10 04:00:05
4121,4118,120698,18,1,19,107,2017-11-10 04:00:05
4122,4117,82363,15,1,6,265,2017-11-10 04:00:05
4123,4120,48226,3,1,13,137,2017-11-10 04:00:05
4124,4124,117997,18,1,16,107,2017-11-10 04:00:05
4125,4125,49407,19,0,29,213,2017-11-10 04:00:05
4126,4126,74355,3,1,13,489,2017-11-10 04:00:05
4127,4127,119628,13,1,6,400,2017-11-10 04:00:05
4128,4128,13869,9,1,19,107,2017-11-10 04:00:05
4129,4129,111529,9,1,9,488,2017-11-10 04:00:05
4130,4130,5348,9,1,6,232,2017-11-10 04:00:05
4131,4131,115671,9,1,10,244,2017-11-10 04:00:05
4132,4132,111843,18,1,22,107,2017-11-10 04:00:05
4133,4133,72671,14,1,10,134,2017-11-10 04:00:05
4134,4134,37558,21,1,19,232,2017-11-10 04:00:05
4135,4135,108527,23,1,13,153,2017-11-10 04:00:05
4136,4137,114276,12,2,9,178,2017-11-10 04:00:05
4137,4136,114577,2,1,19,477,2017-11-10 04:00:05
4138,4138,20924,15,1,13,315,2017-11-10 04:00:05
4139,4139,116588,9,1,28,334,2017-11-10 04:00:05
4140,4140,22433,18,1,19,107,2017-11-10 04:00:05
4141,4141,112565,15,1,18,130,2017-11-10 04:00:05
4142,4142,100236,1,1,41,153,2017-11-10 04:00:05
4143,4143,125312,3,1,19,205,2017-11-10 04:00:05
4144,4144,124172,3,1,19,466,2017-11-10 04:00:05
4145,4145,64320,9,1,13,445,2017-11-10 04:00:05
4146,4146,52798,21,1,27,128,2017-11-10 04:00:05
4147,4147,72939,13,1,13,477,2017-11-10 04:00:05
4148,4148,122701,11,1,17,469,2017-11-10 04:00:05
4149,4149,52852,23,1,1,153,2017-11-10 04:00:05
4150,4150,113921,2,1,13,237,2017-11-10 04:00:05
4151,4151,64619,18,1,13,134,2017-11-10 04:00:05
4152,4152,71244,9,1,18,244,2017-11-10 04:00:05
4153,4153,80507,6,1,13,459,2017-11-10 04:00:05
4154,4155,67169,2,1,8,435,2017-11-10 04:00:05
4155,4156,114366,19,50,0,213,2017-11-10 04:00:05
4156,4154,37293,3,1,22,480,2017-11-10 04:00:05
4157,4157,18127,9,1,13,489,2017-11-10 04:00:05
4158,4158,52712,2,1,19,219,2017-11-10 04:00:05
4159,4159,7962,21,1,13,232,2017-11-10 04:00:05
4160,4160,32597,8,1,13,145,2017-11-10 04:00:05
4161,4161,68506,12,1,13,205,2017-11-10 04:00:05
4162,4162,60479,15,1,8,412,2017-11-10 04:00:05
4163,4163,8179,2,1,22,469,2017-11-10 04:00:05
4164,4165,441,9,2,55,442,2017-11-10 04:00:05
4165,4164,38527,21,1,22,232,2017-11-10 04:00:05
4166,4166,441,3,2,55,135,2017-11-10 04:00:05
4167,4167,111529,9,1,9,127,2017-11-10 04:00:05
4168,4168,123759,59,3,33,347,2017-11-10 04:00:05
4169,4169,115271,21,1,22,128,2017-11-10 04:00:05
4170,4170,39480,9,1,1,258,2017-11-10 04:00:05
4171,4175,48459,13,1,18,400,2017-11-10 04:00:05
4172,4174,116779,14,1,13,134,2017-11-10 04:00:05
4173,4172,84414,2,1,13,219,2017-11-10 04:00:05
4174,4171,64593,3,1,9,409,2017-11-10 04:00:05
4175,4173,108592,26,1,23,477,2017-11-10 04:00:05
4176,4176,101933,1,1,13,153,2017-11-10 04:00:05
4177,4177,49297,21,1,13,128,2017-11-10 04:00:05
4178,4178,63760,2,1,37,122,2017-11-10 04:00:05
4179,4179,124783,9,1,18,334,2017-11-10 04:00:05
4180,4180,39480,1,1,1,178,2017-11-10 04:00:05
4181,4181,34595,15,1,8,111,2017-11-10 04:00:05
4182,4182,111468,12,1,16,259,2017-11-10 04:00:05
4183,4183,12076,2,1,20,377,2017-11-10 04:00:05
4184,4184,30424,12,2,19,265,2017-11-10 04:00:05
4185,4185,88710,21,1,19,232,2017-11-10 04:00:05
4186,4186,6371,9,1,19,232,2017-11-10 04:00:05
4187,4187,11290,19,0,24,347,2017-11-10 04:00:05
4188,4188,31090,8,1,3,145,2017-11-10 04:00:05
4189,4189,75403,2,1,22,469,2017-11-10 04:00:05
4190,4191,75007,14,1,13,467,2017-11-10 04:00:05
4191,4190,84436,25,1,17,259,2017-11-10 04:00:05
4192,4192,37649,18,1,16,121,2017-11-10 04:00:05
4193,4193,52712,14,1,19,401,2017-11-10 04:00:05
4194,4194,17329,2,1,13,469,2017-11-10 04:00:05
4195,4195,105475,15,1,6,153,2017-11-10 04:00:05
4196,4196,91050,11,1,22,173,2017-11-10 04:00:05
4197,4197,96150,9,1,18,127,2017-11-10 04:00:05
4198,4198,18984,14,1,22,401,2017-11-10 04:00:05
4199,4199,1493,9,1,18,232,2017-11-10 04:00:05
4200,4200,48869,14,1,19,379,2017-11-10 04:00:05
4201,4201,59365,18,1,23,453,2017-11-10 04:00:05
4202,4202,62717,12,1,13,328,2017-11-10 04:00:05
4203,4203,53389,2,1,19,469,2017-11-10 04:00:05
4204,4204,34619,12,1,13,328,2017-11-10 04:00:05
4205,4208,101296,9,1,18,445,2017-11-10 04:00:05
4206,4207,30492,3,1,18,135,2017-11-10 04:00:05
4207,4205,27908,8,1,22,145,2017-11-10 04:00:05
4208,4206,96105,3,1,13,173,2017-11-10 04:00:05
4209,4209,12281,3,1,17,424,2017-11-10 04:00:05
4210,4210,8144,1,1,13,153,2017-11-10 04:00:05
4211,4211,89163,12,1,53,328,2017-11-10 04:00:05
4212,4212,2655,15,1,17,480,2017-11-10 04:00:05
4213,4213,118250,26,1,13,121,2017-11-10 04:00:05
4214,4215,28523,62,1,22,21,2017-11-10 04:00:05
4215,4214,39480,12,1,1,259,2017-11-10 04:00:05
4216,4216,119913,2,1,19,435,2017-11-10 04:00:05
4217,4217,99503,9,1,37,107,2017-11-10 04:00:05
4218,4218,4019,12,1,20,140,2017-11-10 04:00:05
4219,4219,84436,25,1,17,259,2017-11-10 04:00:05
4220,4220,48176,8,1,17,145,2017-11-10 04:00:05
4221,4221,8645,17,1,13,128,2017-11-10 04:00:05
4222,4222,30492,3,1,18,417,2017-11-10 04:00:05
4223,4223,58827,18,1,25,107,2017-11-10 04:00:05
4224,4225,68568,18,1,13,134,2017-11-10 04:00:05
4225,4224,9766,19,0,0,213,2017-11-10 04:00:05
4226,4226,34772,26,1,19,477,2017-11-10 04:00:05
4227,4227,116437,3,1,18,452,2017-11-10 04:00:05
4228,4228,31076,11,1,16,325,2017-11-10 04:00:05
4229,4229,102291,1,1,18,178,2017-11-10 04:00:05
4230,4230,124172,2,1,19,452,2017-11-10 04:00:05
4231,4231,75353,2,1,13,452,2017-11-10 04:00:05
4232,4232,113357,3,1,19,442,2017-11-10 04:00:05
4233,4233,30492,9,1,18,445,2017-11-10 04:00:05
4234,4234,54489,3,1,19,173,2017-11-10 04:00:05
4235,4235,91885,12,1,3,140,2017-11-10 04:00:05
4236,4236,23922,21,1,22,232,2017-11-10 04:00:05
4237,4237,17873,15,1,41,153,2017-11-10 04:00:05
4238,4238,26301,27,1,37,122,2017-11-10 04:00:05
4239,4239,93587,21,1,19,128,2017-11-10 04:00:05
4240,4240,113321,9,1,13,107,2017-11-10 04:00:05
4241,4241,44595,9,1,19,215,2017-11-10 04:00:05
4242,4242,17164,15,1,13,386,2017-11-10 04:00:05
4243,4243,83973,12,1,13,205,2017-11-10 04:00:05
4244,4244,76472,2,1,35,219,2017-11-10 04:00:05
4245,4245,7962,13,1,13,400,2017-11-10 04:00:05
4246,4246,31824,12,1,19,205,2017-11-10 04:00:05
4247,4247,110138,8,2,9,145,2017-11-10 04:00:05
4248,4248,14388,18,1,19,439,2017-11-10 04:00:05
4249,4249,21440,3,1,17,452,2017-11-10 04:00:05
4250,4250,54171,11,1,27,173,2017-11-10 04:00:05
4251,4251,48459,21,1,18,232,2017-11-10 04:00:05
4252,4254,59411,14,1,15,489,2017-11-10 04:00:05
4253,4253,30131,1,1,25,135,2017-11-10 04:00:05
4254,4252,20340,12,1,10,178,2017-11-10 04:00:05
4255,4255,76687,9,1,8,334,2017-11-10 04:00:05
4256,4256,55569,3,1,19,130,2017-11-10 04:00:05
4257,4257,19210,12,1,14,481,2017-11-10 04:00:05
4258,4258,93781,9,1,13,127,2017-11-10 04:00:05
4259,4259,6641,29,1,10,343,2017-11-10 04:00:05
4260,4260,114564,9,1,19,107,2017-11-10 04:00:05
4261,4261,95256,12,1,53,328,2017-11-10 04:00:05
4262,4262,27216,14,1,13,489,2017-11-10 04:00:05
4263,4263,62245,9,1,19,127,2017-11-10 04:00:05
4264,4264,120709,13,1,19,469,2017-11-10 04:00:05
4265,4265,83388,21,1,19,232,2017-11-10 04:00:05
4266,4266,73516,3,1,13,153,2017-11-10 04:00:05
4267,4267,28564,14,1,13,439,2017-11-10 04:00:05
4268,4268,72548,21,1,19,128,2017-11-10 04:00:05
4269,4269,77644,8,1,13,145,2017-11-10 04:00:05
4270,4273,111467,18,1,19,107,2017-11-10 04:00:05
4271,4272,63410,3,1,10,371,2017-11-10 04:00:05
4272,4271,54691,26,1,23,477,2017-11-10 04:00:05
4273,4270,25128,3,1,53,379,2017-11-10 04:00:05
4274,4274,72614,12,1,16,205,2017-11-10 04:00:05
4275,4275,66112,1,1,15,178,2017-11-10 04:00:05
4276,4276,34472,3,1,8,489,2017-11-10 04:00:05
4277,4277,74683,2,1,19,435,2017-11-10 04:00:05
4278,4278,47405,18,1,13,107,2017-11-10 04:00:05
4279,4280,109353,9,1,19,334,2017-11-10 04:00:05
4280,4279,1638,9,1,13,466,2017-11-10 04:00:05
4281,4281,99238,9,1,19,232,2017-11-10 04:00:05
4282,4282,62084,12,1,18,265,2017-11-10 04:00:05
4283,4283,34823,18,1,37,439,2017-11-10 04:00:05
4284,4284,32625,3,1,13,409,2017-11-10 04:00:05
4285,4285,73516,12,1,13,326,2017-11-10 04:00:05
4286,4286,76800,18,1,40,107,2017-11-10 04:00:05
4287,4287,79787,18,1,13,121,2017-11-10 04:00:05
4288,4288,52225,22,1,10,116,2017-11-10 04:00:05
4289,4289,100236,12,1,41,259,2017-11-10 04:00:05
4290,4290,21292,8,1,19,145,2017-11-10 04:00:05
4291,4291,22385,1,1,12,377,2017-11-10 04:00:05
4292,4292,41277,1,1,19,153,2017-11-10 04:00:05
4293,4293,90837,3,1,37,424,2017-11-10 04:00:05
4294,4294,115804,12,2,19,265,2017-11-10 04:00:05
4295,4295,84122,21,1,19,128,2017-11-10 04:00:05
4296,4296,28275,23,1,37,153,2017-11-10 04:00:05
4297,4299,84433,2,1,6,122,2017-11-10 04:00:05
4298,4298,41277,12,1,19,140,2017-11-10 04:00:05
4299,4297,14025,12,1,13,140,2017-11-10 04:00:05
4300,4300,67197,3,1,36,205,2017-11-10 04:00:05
4301,4301,45745,3,1,19,211,2017-11-10 04:00:05
4302,4302,39480,21,1,1,232,2017-11-10 04:00:05
4303,4303,124172,14,1,19,439,2017-11-10 04:00:05
4304,4304,54075,3,1,13,173,2017-11-10 04:00:05
4305,4305,100182,12,1,19,259,2017-11-10 04:00:05
4306,4306,50437,12,1,19,219,2017-11-10 04:00:05
4307,4307,63483,3,1,13,137,2017-11-10 04:00:05
4308,4308,40530,2,1,13,469,2017-11-10 04:00:05
4309,4309,120883,9,1,46,127,2017-11-10 04:00:05
4310,4310,56007,20,1,18,478,2017-11-10 04:00:05
4311,4311,83614,14,1,19,489,2017-11-10 04:00:05
4312,4312,95263,14,1,37,379,2017-11-10 04:00:05
4313,4313,69853,12,1,39,259,2017-11-10 04:00:05
4314,4314,102291,12,1,18,259,2017-11-10 04:00:05
4315,4317,59145,15,1,15,153,2017-11-10 04:00:05
4316,4316,75007,12,1,13,265,2017-11-10 04:00:05
4317,4315,99939,18,1,19,121,2017-11-10 04:00:05
4318,4318,96091,15,1,6,379,2017-11-10 04:00:05
4319,4319,125201,28,1,23,135,2017-11-10 04:00:05
4320,4320,110302,2,1,19,477,2017-11-10 04:00:05
4321,4321,114276,8,2,9,145,2017-11-10 04:00:05
4322,4322,45785,12,1,16,265,2017-11-10 04:00:05
4323,4323,42501,18,1,13,107,2017-11-10 04:00:05
4324,4324,95326,28,1,41,135,2017-11-10 04:00:05
4325,4326,68888,3,1,13,19,2017-11-10 04:00:05
4326,4325,29180,21,1,13,128,2017-11-10 04:00:05
4327,4327,97382,12,1,13,212,2017-11-10 04:00:05
4328,4328,95155,9,1,16,442,2017-11-10 04:00:05
4329,4329,124962,18,1,19,107,2017-11-10 04:00:05
4330,4330,2076,1,1,16,124,2017-11-10 04:00:05
4331,4331,5314,9,1,6,466,2017-11-10 04:00:05
4332,4332,76085,12,1,22,124,2017-11-10 04:00:05
4333,4333,1237,9,1,13,244,2017-11-10 04:00:05
4334,4334,44335,14,1,13,134,2017-11-10 04:00:05
4335,4335,41169,12,1,20,140,2017-11-10 04:00:05
4336,4336,7962,12,1,13,140,2017-11-10 04:00:05
4337,4337,38721,3,1,10,442,2017-11-10 04:00:05
4338,4338,25761,9,1,6,244,2017-11-10 04:00:05
4339,4339,17999,3,1,22,205,2017-11-10 04:00:05
4340,4340,38721,14,1,10,379,2017-11-10 04:00:05
4341,4341,23922,9,1,22,215,2017-11-10 04:00:05
4342,4342,7962,9,1,13,215,2017-11-10 04:00:05
4343,4343,41860,8,1,1,145,2017-11-10 04:00:05
4344,4344,76560,2,1,18,469,2017-11-10 04:00:05
4345,4345,104648,12,1,9,328,2017-11-10 04:00:05
4346,4346,38721,15,1,10,412,2017-11-10 04:00:05
4347,4347,41374,11,1,8,122,2017-11-10 04:00:05
4348,4348,59671,12,1,66,265,2017-11-10 04:00:05
4349,4349,69510,3,1,8,489,2017-11-10 04:00:05
4350,4351,27510,1,1,13,153,2017-11-10 04:00:05
4351,4350,2409,2,1,13,219,2017-11-10 04:00:05
4352,4352,75403,9,1,22,107,2017-11-10 04:00:05
4353,4353,5314,12,1,15,140,2017-11-10 04:00:05
4354,4354,14025,9,1,13,244,2017-11-10 04:00:05
4355,4355,89314,3,1,22,424,2017-11-10 04:00:05
4356,4356,19871,9,1,17,232,2017-11-10 04:00:05
4357,4357,13313,9,1,19,466,2017-11-10 04:00:05
4358,4358,79981,9,1,9,215,2017-11-10 04:00:05
4359,4359,19871,1,1,17,153,2017-11-10 04:00:05
4360,4360,108942,13,1,19,400,2017-11-10 04:00:05
4361,4361,70522,2,1,17,205,2017-11-10 04:00:05
4362,4362,94867,3,1,8,466,2017-11-10 04:00:05
4363,4363,17129,9,1,17,466,2017-11-10 04:00:05
4364,4364,110202,21,1,19,128,2017-11-10 04:00:05
4365,4365,66325,15,1,8,265,2017-11-10 04:00:05
4366,4367,19322,22,1,13,116,2017-11-10 04:00:05
4367,4366,82279,14,1,41,401,2017-11-10 04:00:05
4368,4368,77819,18,1,22,439,2017-11-10 04:00:05
4369,4369,5314,13,1,15,400,2017-11-10 04:00:05
4370,4370,93057,18,1,18,107,2017-11-10 04:00:05
4371,4371,12790,1,1,19,150,2017-11-10 04:00:05
4372,4372,76712,12,1,19,265,2017-11-10 04:00:05
4373,4373,64320,25,1,13,259,2017-11-10 04:00:05
4374,4374,115492,2,1,22,377,2017-11-10 04:00:05
4375,4375,67197,15,1,36,412,2017-11-10 04:00:05
4376,4377,100182,11,1,19,137,2017-11-10 04:00:05
4377,4378,80908,18,1,23,376,2017-11-10 04:00:05
4378,4376,107937,12,1,13,19,2017-11-10 04:00:05
4379,4379,91885,13,1,3,400,2017-11-10 04:00:05
4380,4380,91885,1,1,3,178,2017-11-10 04:00:05
4381,4381,41277,21,1,19,232,2017-11-10 04:00:05
4382,4382,55059,18,1,19,134,2017-11-10 04:00:05
4383,4383,78166,8,1,16,145,2017-11-10 04:00:05
4384,4384,84251,15,1,25,412,2017-11-10 04:00:05
4385,4385,71667,9,1,13,127,2017-11-10 04:00:05
4386,4388,33808,15,1,19,315,2017-11-10 04:00:05
4387,4386,92673,8,2,19,145,2017-11-10 04:00:05
4388,4387,38795,14,1,13,439,2017-11-10 04:00:05
4389,4389,44169,3,1,19,424,2017-11-10 04:00:05
4390,4390,50482,18,1,18,107,2017-11-10 04:00:05
4391,4391,41383,3,1,12,480,2017-11-10 04:00:05
4392,4392,64320,25,1,13,259,2017-11-10 04:00:05
4393,4393,77136,18,1,13,107,2017-11-10 04:00:05
4394,4394,119804,23,1,49,153,2017-11-10 04:00:05
4395,4395,1357,25,1,22,259,2017-11-10 04:00:05
4396,4396,105025,18,1,8,439,2017-11-10 04:00:05
4397,4397,30492,25,1,18,259,2017-11-10 04:00:05
4398,4398,23907,9,2,47,215,2017-11-10 04:00:05
4399,4399,64464,3,1,20,115,2017-11-10 04:00:05
4400,4400,115130,21,1,25,128,2017-11-10 04:00:05
4401,4401,100840,1,1,19,134,2017-11-10 04:00:05
4402,4402,14025,1,1,13,153,2017-11-10 04:00:05
4403,4404,7962,21,1,13,232,2017-11-10 04:00:05
4404,4403,64071,2,1,19,452,2017-11-10 04:00:05
4405,4405,79925,9,1,9,127,2017-11-10 04:00:05
4406,4406,37801,32,1,17,376,2017-11-10 04:00:05
4407,4407,113524,27,1,19,153,2017-11-10 04:00:05
4408,4408,102291,9,1,18,258,2017-11-10 04:00:05
4409,4409,94240,11,1,13,122,2017-11-10 04:00:05
4410,4410,115376,11,1,19,469,2017-11-10 04:00:05
4411,4411,5314,8,1,6,145,2017-11-10 04:00:05
4412,4412,30492,25,1,18,259,2017-11-10 04:00:05
4413,4413,27946,9,1,19,442,2017-11-10 04:00:05
4414,4414,34399,18,1,11,107,2017-11-10 04:00:05
4415,4415,109423,2,1,14,469,2017-11-10 04:00:05
4416,4416,38725,3,1,17,137,2017-11-10 04:00:05
4417,4417,8536,2,1,22,469,2017-11-10 04:00:05
4418,4418,37180,2,1,19,435,2017-11-10 04:00:05
4419,4421,54290,3,1,19,409,2017-11-10 04:00:05
4420,4420,59108,12,1,20,205,2017-11-10 04:00:05
4421,4419,121951,20,1,13,478,2017-11-10 04:00:05
4422,4422,84810,8,1,22,145,2017-11-10 04:00:05
4423,4423,113087,13,1,19,477,2017-11-10 04:00:05
4424,4424,97867,9,1,37,127,2017-11-10 04:00:05
4425,4425,12938,12,1,19,328,2017-11-10 04:00:05
4426,4426,24515,23,1,22,153,2017-11-10 04:00:05
4427,4427,14025,21,1,13,232,2017-11-10 04:00:05
4428,4428,38721,2,1,10,122,2017-11-10 04:00:05
4429,4429,73487,3,2,70,153,2017-11-10 04:00:05
4430,4430,92949,12,1,13,140,2017-11-10 04:00:05
4431,4431,49056,9,1,47,448,2017-11-10 04:00:05
4432,4432,98374,12,1,13,124,2017-11-10 04:00:05
4433,4433,67708,9,1,6,445,2017-11-10 04:00:05
4434,4434,59835,2,1,22,435,2017-11-10 04:00:05
4435,4435,14737,9,1,13,334,2017-11-10 04:00:05
4436,4436,30443,15,1,13,153,2017-11-10 04:00:05
4437,4437,16525,18,1,2,107,2017-11-10 04:00:05
4438,4438,2944,18,1,16,134,2017-11-10 04:00:05
4439,4440,123965,2,1,6,219,2017-11-10 04:00:05
4440,4439,78673,26,1,19,477,2017-11-10 04:00:05
4441,4441,108858,12,1,19,140,2017-11-10 04:00:05
4442,4442,77127,23,1,31,153,2017-11-10 04:00:05
4443,4443,64881,2,1,22,435,2017-11-10 04:00:05
4444,4444,83388,9,1,19,215,2017-11-10 04:00:05
4445,4445,85331,2,1,8,469,2017-11-10 04:00:05
4446,4446,79857,6,1,10,459,2017-11-10 04:00:05
4447,4447,63942,21,1,19,232,2017-11-10 04:00:05
4448,4448,21336,23,1,13,153,2017-11-10 04:00:05
4449,4449,27431,12,1,28,140,2017-11-10 04:00:05
4450,4450,33808,14,1,19,489,2017-11-10 04:00:05
4451,4451,5178,21,1,15,232,2017-11-10 04:00:05
4452,4452,67197,14,1,36,489,2017-11-10 04:00:05
4453,4453,33278,11,1,23,319,2017-11-10 04:00:05
4454,4454,48855,3,1,53,205,2017-11-10 04:00:05
4455,4455,125558,9,1,20,127,2017-11-10 04:00:05
4456,4456,31076,12,1,19,328,2017-11-10 04:00:05
4457,4457,17341,21,1,23,232,2017-11-10 04:00:05
4458,4458,124095,18,1,26,107,2017-11-10 04:00:05
4459,4459,17486,18,1,19,107,2017-11-10 04:00:05
4460,4460,81320,9,1,6,258,2017-11-10 04:00:05
4461,4461,15080,3,1,12,409,2017-11-10 04:00:05
4462,4462,104437,15,1,13,412,2017-11-10 04:00:05
4463,4463,108942,9,1,19,215,2017-11-10 04:00:05
4464,4464,54415,27,1,36,122,2017-11-10 04:00:05
4465,4465,94519,18,1,13,439,2017-11-10 04:00:05
4466,4466,75885,23,1,19,153,2017-11-10 04:00:05
4467,4467,34216,18,1,27,134,2017-11-10 04:00:05
4468,4468,5178,12,1,6,259,2017-11-10 04:00:05
4469,4469,61288,9,1,22,215,2017-11-10 04:00:05
4470,4470,5178,1,1,6,153,2017-11-10 04:00:05
4471,4471,96105,2,1,13,469,2017-11-10 04:00:05
4472,4472,102291,21,1,18,232,2017-11-10 04:00:05
4473,4473,16994,18,1,17,107,2017-11-10 04:00:05
4474,4474,22433,12,1,19,265,2017-11-10 04:00:05
4475,4475,27395,18,1,18,107,2017-11-10 04:00:05
4476,4476,16426,2,1,19,219,2017-11-10 04:00:05
4477,4477,119648,2,1,19,122,2017-11-10 04:00:05
4478,4478,78878,18,1,47,134,2017-11-10 04:00:05
4479,4479,100238,36,1,41,128,2017-11-10 04:00:05
4480,4480,61288,1,1,22,178,2017-11-10 04:00:05
4481,4481,25128,2,1,53,469,2017-11-10 04:00:05
4482,4482,29532,3,1,39,379,2017-11-10 04:00:05
4483,4485,122495,2,1,19,212,2017-11-10 04:00:05
4484,4483,57229,13,1,18,469,2017-11-10 04:00:05
4485,4484,18153,12,1,17,265,2017-11-10 04:00:05
4486,4486,10590,3,1,13,137,2017-11-10 04:00:05
4487,4487,70335,2,1,36,219,2017-11-10 04:00:05
4488,4488,30624,9,1,9,334,2017-11-10 04:00:05
4489,4489,2509,2,1,13,377,2017-11-10 04:00:05
4490,4490,54489,2,1,19,469,2017-11-10 04:00:05
4491,4491,11287,15,1,30,265,2017-11-10 04:00:05
4492,4492,88212,3,1,13,489,2017-11-10 04:00:05
4493,4493,67474,15,1,19,265,2017-11-10 04:00:05
4494,4494,65916,15,1,18,153,2017-11-10 04:00:05
4495,4495,47168,3,1,23,211,2017-11-10 04:00:05
4496,4496,79824,9,1,18,107,2017-11-10 04:00:05
4497,4497,64881,14,1,22,489,2017-11-10 04:00:05
4498,4498,111162,3,1,37,409,2017-11-10 04:00:05
4499,4499,35357,12,1,13,328,2017-11-10 04:00:05
4500,4500,71238,18,1,35,107,2017-11-10 04:00:05
4501,4502,52151,15,1,19,3,2017-11-10 04:00:05
4502,4501,105475,14,1,6,401,2017-11-10 04:00:05
4503,4503,102581,21,1,19,128,2017-11-10 04:00:05
4504,4504,55418,12,1,13,265,2017-11-10 04:00:05
4505,4505,71448,9,1,13,489,2017-11-10 04:00:05
4506,4506,125222,2,1,9,122,2017-11-10 04:00:05
4507,4507,115615,22,2,66,116,2017-11-10 04:00:05
4508,4508,39303,9,1,19,466,2017-11-10 04:00:05
4509,4510,17999,15,1,22,315,2017-11-10 04:00:05
4510,4509,10314,2,1,11,237,2017-11-10 04:00:05
4511,4511,86781,3,1,13,452,2017-11-10 04:00:05
4512,4512,5178,3,1,6,130,2017-11-10 04:00:05
4513,4513,43514,15,1,32,153,2017-11-10 04:00:05
4514,4514,48902,8,1,9,145,2017-11-10 04:00:05
4515,4515,37774,3,1,19,452,2017-11-10 04:00:05
4516,4516,67628,2,1,12,477,2017-11-10 04:00:05
4517,4517,5178,15,1,19,153,2017-11-10 04:00:05
4518,4518,6371,1,1,19,150,2017-11-10 04:00:05
4519,4519,54755,9,1,19,127,2017-11-10 04:00:05
4520,4520,109688,3,1,13,379,2017-11-10 04:00:05
4521,4521,125286,14,1,19,349,2017-11-10 04:00:05
4522,4522,49056,13,1,47,400,2017-11-10 04:00:05
4523,4523,92618,3,1,19,489,2017-11-10 04:00:05
4524,4524,43490,3,1,17,19,2017-11-10 04:00:05
4525,4525,2847,26,1,13,266,2017-11-10 04:00:05
4526,4527,121277,26,1,13,121,2017-11-10 04:00:05
4527,4526,43180,9,1,16,244,2017-11-10 04:00:05
4528,4528,1357,25,1,22,259,2017-11-10 04:00:05
4529,4529,83616,18,1,15,121,2017-11-10 04:00:05
4530,4530,3731,9,1,9,107,2017-11-10 04:00:05
4531,4531,92703,14,1,19,442,2017-11-10 04:00:05
4532,4532,93313,3,1,11,424,2017-11-10 04:00:05
4533,4533,79166,2,1,19,212,2017-11-10 04:00:05
4534,4534,72321,21,1,19,232,2017-11-10 04:00:05
